PageID,Page Title,Page Title Encoded,Keywords
902,Chola_dynasty,Chola_dynasty,"chola, cholas, tamil, literature, period, early, dynasty, rajaraja, rajendra, kulothunga"
903,Cholera,Cholera,"cholera, water, cholerae, bacteria, v, india, europe, spread, proteins, intestinal"
904,Chordate,Chordate,"class, fish, vertebrates, paleozoic, chordata, classes, subphylum, finned, reptiles, animals"
905,Chris_Evert,Chris_Evert,"evert, open, navratilova, w, tennis, french, u, wimbledon, martina, sf"
906,Christian_Bale,Christian_Bale,"bale, batman, film, role, character, us, one, novel, american, cast"
907,Christian_monasticism,Christian_monasticism,"monastic, monasticism, life, monks, monasteries, saint, monastery, founded, also, community"
908,Christianity,Christianity,"jesus, christian, christianity, church, christians, god, christ, holy, churches, believe"
909,Christina_Aguilera,Christina_Aguilera,"aguilera, album, pop, tour, best, stripped, christina, also, new, u"
910,Christmas_Island,Christmas_Island,"island, christmas, australian, australia, government, species, flying, fish, territory, cove"
911,Christopher_Columbus,Christopher_Columbus,"columbus, voyage, new, spain, islands, santa, first, one, enlarge, de"
912,Christopher_Wren,Christopher_Wren,"wren, design, st, paul, architecture, royal, however, cathedral, great, society"
913,Chromatic_aberration,Chromatic_aberration,"aberration, chromatic, lens, wavelengths, focal, different, optical, doublet, light, length"
914,Chromatophore,Chromatophore,"colour, chromatophores, pigment, chromatophore, melanophores, light, cells, cell, fish, change"
915,Chromium,Chromium,"chromium, cr, used, compounds, k, oxide, mol, half, stable, metal"
916,Church_of_England,Church_of_England,"church, england, bishops, canterbury, clergy, churches, communion, diocese, bishop, anglican"
917,Church_of_Ireland,Church_of_Ireland,"church, ireland, irish, archbishop, rev, first, dublin, former, house, anglican"
918,Cicely,Cicely,"cicely, wikipedia, myrrhis, herb, see, odorata, mm, used, article, family"
919,Cider,Cider,"cider, apple, made, drink, traditional, juice, alcoholic, ciders, often, apples"
920,Cinema_of_the_United_States,Cinema_of_the_United_States,"films, cinema, film, made, hollywood, studios, movies, american, new, studio"
921,Citizen_Kane,Citizen_Kane,"kane, film, welles, citizen, scene, one, orson, best, also, time"
922,Citizenship,Citizenship,"citizenship, political, citizen, citizens, commonwealth, rights, state, also, one, national"
923,Citrus,Citrus,"citrus, c, lime, orange, lemon, fruit, fruits, species, also, hybrids"
924,City,City,"city, cities, town, population, urban, new, world, often, area, towns"
925,City_status_in_the_United_Kingdom,City_status_in_the_United_Kingdom,"city, status, lord, cathedral, cities, note, mayor, letters, patent, borough"
926,Civil_War_token,Civil_War_token,"tokens, civil, war, one, patriotic, r, token, store, cent, lindenmueller"
927,Civil_rights,Civil_rights,"rights, right, civil, state, b, human, power, liberty, legal, laws"
928,Civil_society,Civil_society,"society, civil, political, state, organizations, politics, institutions, community, organisations, social"
929,Civilization,Civilization,"civilization, civilizations, bc, world, cities, first, society, also, around, people"
930,Civilization_(computer_game),Civilization_%28computer_game%29,"game, civilization, meier, games, computer, sid, player, time, also, new"
931,Clarinet,Clarinet,"clarinet, clarinets, instrument, system, tone, keys, b, c, instruments, soprano"
932,Classic_female_blues,Classic_female_blues,"blues, smith, black, bessie, recorded, first, songs, spivey, record, song"
933,Claude_Lévi-Strauss,Claude_L%C3%A9vi-Strauss,"strauss, lévi, social, one, french, anthropology, father, son, human, work"
934,Claude_Monet,Claude_Monet,"monet, painted, claude, impression, paris, first, also, painting, le, series"
935,Claudius,Claudius,"claudius, emperor, nero, augustus, also, tiberius, many, senate, reign, caligula"
936,Clay,Clay,"clay, clays, minerals, wikipedia, made, group, formed, chemical, used, see"
937,Cleopatra_VII,Cleopatra_VII,"cleopatra, caesar, bc, ptolemy, antony, egypt, death, caesarion, father, one"
938,Cleopatra_VII_of_Egypt,Cleopatra_VII_of_Egypt,"cleopatra, caesar, ptolemy, bc, antony, egypt, death, caesarion, father, octavian"
939,"Cleveland,_Ohio",Cleveland%2C_Ohio,"cleveland, city, ohio, downtown, cuyahoga, also, university, lake, river, area"
940,Clifton_Suspension_Bridge,Clifton_Suspension_Bridge,"bridge, clifton, suspension, bristol, brunel, ft, design, stone, wikipedia, within"
941,Climate,Climate,"climate, temperature, weather, cat, indices, years, wikipedia, change, variables, atmospheric"
942,Climate_change,Climate_change,"climate, change, variations, ice, years, earth, changes, also, last, temperature"
943,Clock,Clock,"clock, clocks, time, used, hour, also, digital, use, display, power"
944,Clone_Wars_(Star_Wars),Clone_Wars_%28Star_Wars%29,"wars, clone, republic, star, jedi, war, sith, palpatine, battle, revenge"
945,Clothing,Clothing,"clothing, wear, may, many, cloth, western, body, fashion, also, people"
946,Cloud,Cloud,"clouds, cloud, droplets, water, air, ice, cumulonimbus, enlarge, crystals, may"
947,Coal,Coal,"coal, carbon, fuel, used, also, process, oil, gas, production, power"
948,Coal_Tit,Coal_Tit,"tit, ater, coal, periparus, p, white, wikipedia, species, black, tits"
949,Cobalt,Cobalt,"cobalt, k, also, used, co, half, mol, isotopes, life, found"
950,Coccinellidae,Coccinellidae,"lady, beetle, coccinellids, ladybird, stage, coccinellidae, insects, see, species, coccinellid"
951,Cochineal,Cochineal,"cochineal, dye, insects, cacti, insect, used, carmine, cochineals, host, opuntia"
952,Cockatiel,Cockatiel,"cockatiel, cockatiels, mutations, crest, female, nymphicus, species, hollandicus, cockatoos, feathers"
953,Cocoa,Cocoa,"cocoa, chocolate, cacao, powder, beans, world, used, production, seeds, butter"
954,Coconut,Coconut,"coconut, used, coconuts, palm, also, tree, water, husk, fruit, enlarge"
955,Coconut_crab,Coconut_crab,"coconut, crab, crabs, also, islands, water, hermit, coconuts, use, however"
956,Coconut_oil,Coconut_oil,"oil, coconut, used, study, saturated, also, acid, fuel, fatty, refined"
957,Cocos_(Keeling)_Islands,Cocos_%28Keeling%29_Islands,"islands, island, keeling, cocos, pulo, australia, west, also, one, two"
958,Cod,Cod,"cod, species, fish, gadus, family, also, names, atlantic, order, genus"
959,Code_of_Hammurabi,Code_of_Hammurabi,"shall, man, code, one, laws, hammurabi, bc, wife, another, pay"
960,Coffee,Coffee,"coffee, beans, arabica, roasted, robusta, also, many, water, coffea, enlarge"
961,Coin,Coin,"coins, coin, value, one, money, see, silver, metal, two, side"
962,Cold_War,Cold_War,"u, war, soviet, cold, world, union, lafeber, truman, europe, states"
963,Colditz_Castle,Colditz_Castle,"colditz, castle, escape, french, prisoners, officers, british, escaped, lieutenant, war"
964,Colima_(volcano),Colima_%28volcano%29,"volcano, colima, km, years, eruption, area, wikipedia, within, miles, de"
965,Collapse_of_the_World_Trade_Center,Collapse_of_the_World_Trade_Center,"collapse, wtc, columns, towers, tower, floors, impact, buildings, nist, would"
966,Colley_Cibber,Colley_Cibber,"cibber, pope, actor, comedy, stage, love, drury, lane, husband, first"
967,Cologne,Cologne,"cologne, city, german, since, germany, war, cathedral, one, rhine, population"
968,Colombia,Colombia,"colombia, country, de, la, also, population, colombian, capital, bogotá, president"
969,Colombo,Colombo,"colombo, city, sri, area, fort, lanka, era, enlarge, also, known"
970,Color,Color,"colour, light, colors, color, different, green, red, blue, wavelengths, cones"
971,Color_Graphics_Adapter,Color_Graphics_Adapter,"cga, colour, graphics, mode, colors, could, text, character, display, ibm"
972,Color_blindness,Color_blindness,"colour, red, blindness, green, vision, color, cone, normal, one, blue"
973,Colorado_River,Colorado_River,"river, colorado, dam, canyon, grand, water, feet, utah, border, arizona"
974,Colossus_of_Rhodes,Colossus_of_Rhodes,"colossus, rhodes, statue, harbour, land, bc, demetrius, construction, stood, greek"
975,Columba,Columba,"columba, saint, iona, scotland, king, picts, ireland, also, vita, wikipedia"
976,Columbia_River,Columbia_River,"river, columbia, basin, washington, oregon, pacific, dams, lake, states, water"
977,Columbine_High_School_massacre,Columbine_High_School_massacre,"harris, klebold, school, shot, library, students, shooting, began, shooters, columbine"
978,"Columbus,_Ohio",Columbus%2C_Ohio,"columbus, ohio, city, downtown, state, north, area, located, home, centre"
979,Comet,Comet,"comet, comets, orbits, orbit, sun, solar, discovered, halley, planets, earth"
980,Comet_Hale-Bopp,Comet_Hale-Bopp,"comet, hale, bopp, tail, nucleus, comets, sun, distance, sodium, perihelion"
981,Comet_Halley,Comet_Halley,"comet, halley, perihelion, first, appearance, space, march, may, comets, see"
982,Comet_Hyakutake,Comet_Hyakutake,"comet, hyakutake, earth, tail, solar, perihelion, seen, x, sun, time"
983,Comet_Shoemaker-Levy_9,Comet_Shoemaker-Levy_9,"jupiter, impact, comet, impacts, planet, astronomers, fragment, would, earth, levy"
984,Comet_White-Ortiz-Bolelli,Comet_White-Ortiz-Bolelli,"comet, ortiz, may, bolelli, kreutz, white, sungrazers, wikipedia, member, first"
985,Comics,Comics,"comics, comic, awards, art, work, form, strips, term, book, also"
986,Comma_Johanneum,Comma_Johanneum,"comma, john, one, erasmus, century, edition, church, translations, greek, three"
987,Commodore_64,Commodore_64,"commodore, vic, ii, technology, sound, computer, mos, game, used, kb"
988,Common_Basilisk,Common_Basilisk,"basiliscus, run, basilisk, wikipedia, basilisks, reptiles, fish, lizard, cm, feet"
989,Common_Cuckoo,Common_Cuckoo,"cuckoo, reed, eggs, common, warblers, warbler, nest, female, chick, egg"
990,Common_Eider,Common_Eider,"eider, common, north, birds, adult, species, plumage, wikipedia, mollissima, large"
991,Common_Eland,Common_Eland,"eland, common, wikipedia, taurotragus, name, oryx, males, dutch, conservation, genus"
992,Common_Hazel,Common_Hazel,"hazel, hazelnut, common, hazelnuts, g, nut, mg, corylus, used, production"
993,Common_Pheasant,Common_Pheasant,"pheasant, common, birds, often, ring, wikipedia, female, male, colchicus, cock"
994,Common_Tern,Common_Tern,"tern, common, arctic, sterna, terns, wikipedia, roseate, species, hirundo, unlike"
995,Common_agouti,Common_agouti,"agouti, dasyprocta, species, agoutis, wikipedia, genus, related, leporina, may, common"
996,Common_cold,Common_cold,"cold, common, infection, zinc, symptoms, colds, virus, nasal, days, also"
997,Common_sage,Common_sage,"sage, also, common, cultivar, salvia, species, wikipedia, related, leaves, garden"
998,Commonwealth_Games,Commonwealth_Games,"flag, games, commonwealth, british, empire, new, canada, also, zealand, australia"
999,Communication,Communication,"communication, language, animal, plant, many, human, languages, form, symbols, communicate"
1000,Communism,Communism,"communist, communism, soviet, marx, party, parties, world, union, new, society"
1001,Community,Community,"community, communities, group, social, people, sense, building, common, local, individual"
1002,Comoros,Comoros,"comoros, islands, president, french, france, union, mayotte, government, also, abdallah"
1003,Compact_Disc,Compact_Disc,"cd, disc, audio, compact, data, discs, philips, mm, bit, r"
1004,Company_(law),Company_%28law%29,"company, companies, jurisdictions, members, formed, shareholders, many, shares, corporate, rights"
1005,Compsognathus,Compsognathus,"compsognathus, jurassic, park, oxford, university, museum, natural, history, feathers, known"
1006,Computational_chemistry,Computational_chemistry,"methods, energy, n, chemistry, molecular, computational, structure, molecules, empirical, chemical"
1007,Computer,Computer,"computer, computers, program, memory, instructions, may, used, one, devices, programs"
1008,Computer_and_video_games,Computer_and_video_games,"games, game, video, computer, player, entertainment, also, players, console, nintendo"
1009,Computer_programming,Computer_programming,"programming, language, c, languages, used, programs, developed, object, computer, software"
1010,Computer_science,Computer_science,"computer, science, theory, computing, algorithms, programming, systems, engineering, computation, software"
1011,Conakry,Conakry,"conakry, city, guinea, wikipedia, centre, also, port, west, attractions, district"
1012,Concorde,Concorde,"concorde, aircraft, flight, air, france, british, g, supersonic, new, mach"
1013,Condoleezza_Rice,Condoleezza_Rice,"rice, secretary, state, israel, united, president, bush, also, states, north"
1014,Conflict,Conflict,"conflict, one, values, conflicts, outcomes, emotions, two, may, parties, party"
1015,Confucianism,Confucianism,"confucianism, confucius, chinese, confucian, system, people, religion, analects, used, china"
1016,Confucius,Confucius,"confucius, one, chinese, name, china, life, kong, confucianism, dynasty, years"
1017,Congo_River,Congo_River,"river, congo, republic, africa, second, falls, pool, wikipedia, mouth, largest"
1018,Consolation_of_Philosophy,Consolation_of_Philosophy,"boethius, philosophy, consolation, middle, work, ages, book, lady, tale, nature"
1019,Constantine_I,Constantine_I,"constantine, emperor, roman, empire, christian, maximian, death, licinius, augustus, constantius"
1020,Constantine_II_of_Scotland,Constantine_II_of_Scotland,"causantín, mac, athelstan, kings, alba, died, son, sihtric, king, reign"
1021,"Constitution_of_May_3,_1791",Constitution_of_May_3%2C_1791,"constitution, may, polish, king, sejm, commonwealth, poland, government, stanisław, first"
1022,Constitutional_monarchy,Constitutional_monarchy,"constitutional, monarchy, monarchies, government, king, monarch, political, modern, absolute, power"
1023,Constructivism_(art),Constructivism_%28art%29,"constructivism, art, constructivist, constructivists, tatlin, rodchenko, designs, work, first, early"
1024,Consumer_protection,Consumer_protection,"consumer, protection, consumers, law, federal, european, laws, california, act, state"
1025,Contact_lens,Contact_lens,"lenses, contact, lens, eye, used, may, wear, vision, soft, rigid"
1026,Continent,Continent,"continent, continents, america, asia, europe, africa, land, australia, continental, world"
1027,Continental_crust,Continental_crust,"crust, continental, oceanic, earth, wikipedia, thickness, km, mountain, amount, related"
1028,Control_car_(rail),Control_car_%28rail%29,"control, car, cars, steuerwagen, cab, locomotive, train, used, german, locomotives"
1029,Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna,Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna,"species, cites, trade, parties, convention, party, secretariat, appendix, may, listed"
