PageID,Page Title,Page Title Encoded,Keywords
,Craton,Craton,"crust, mantle, oceanic, cratons, craton, geologic, rocks, felsic, rock, deep"
,Creation-evolution_controversy,Creation-evolution_controversy,"evolution, science, creationists, scientific, creationism, controversy, creationist, religious, design, intelligent"
,Creationism,Creationism,"creationism, creation, god, scientific, evolution, science, earth, believe, evidence, many"
,Creative_Commons,Creative_Commons,"creative, commons, licenses, content, copyright, license, cc, free, open, licensed"
,Cretaceous,Cretaceous,"cretaceous, period, end, marine, early, late, found, extinction, dinosaurs, jurassic"
,Cretaceous-Tertiary_extinction_event,Cretaceous-Tertiary_extinction_event,"extinction, impact, k, would, boundary, years, cretaceous, earth, crater, also"
,Cricket,Cricket,"cricket, ball, batsman, team, wicket, one, bowler, two, first, played"
,Crime,Crime,"law, crime, crimes, state, criminal, laws, theory, may, social, see"
,Crime_and_Punishment,Crime_and_Punishment,"raskolnikov, crime, punishment, novel, sonya, dostoevsky, russian, marmeladov, murder, dunya"
,Crime_in_Mexico,Crime_in_Mexico,"mexico, crime, drug, united, states, city, police, border, federal, corruption"
,Crimean_Karaites,Crimean_Karaites,"karaims, crimean, karaim, karaites, community, karaite, lithuania, crimea, trakai, many"
,Crimean_War,Crimean_War,"war, russian, crimean, ottoman, france, french, russia, british, empire, great"
,Crimson-collared_Tanager,Crimson-collared_Tanager,"crimson, collared, tanager, wikipedia, ramphocelus, red, birds, adult, northern, sanguinolentus"
,Cristero_War,Cristero_War,"rebellion, catholic, government, rebels, federal, church, cristeros, calles, father, war"
,Criticism_of_the_War_on_Terrorism,Criticism_of_the_War_on_Terrorism,"war, terrorism, united, bush, states, iraq, administration, u, american, use"
,Croatia,Croatia,"croatia, flag, republic, county, županija, croatian, slovenia, country, bosnia, herzegovina"
,Crocodile,Crocodile,"crocodile, crocodiles, crocodylus, species, also, australia, genus, large, extinct, saltwater"
,Crohn's_disease,Crohn%27s_disease,"disease, crohn, may, bowel, also, inflammation, small, colon, colitis, symptoms"
,Cross_Fell,Cross_Fell,"fell, cross, summit, dun, north, great, way, side, km, west"
,Crossbill,Crossbill,"species, crossbill, loxia, birds, crossbills, red, crossing, cone, conifer, bill"
,Crow,Crow,"crow, c, crows, species, raven, corvus, ravens, fossil, black, prehistoric"
,Crown_Jewels_of_the_United_Kingdom,Crown_Jewels_of_the_United_Kingdom,"crown, jewels, coronation, made, queen, sovereign, cross, crowns, state, ii"
,Crusades,Crusades,"crusade, crusades, europe, century, christian, crusaders, jerusalem, first, holy, pope"
,Crust_(geology),Crust_%28geology%29,"crust, earth, mantle, years, wikipedia, core, composed, oceanic, continental, billion"
,Crustacean,Crustacean,"crustaceans, crabs, terrestrial, many, crustacean, crustacea, wikipedia, various, shrimp, barnacles"
,Cryptography,Cryptography,"cryptography, key, cipher, used, ciphers, one, cryptographic, encryption, use, public"
,Crystal,Crystal,"crystal, crystals, materials, solid, form, often, also, crystalline, enlarge, structure"
,Crystallographic_defects_in_diamond,Crystallographic_defects_in_diamond,"diamonds, defects, nitrogen, diamond, type, atoms, centre, lattice, absorption, form"
,Cuba,Cuba,"cuba, cuban, castro, u, government, havana, spanish, states, de, president"
,Cubeb,Cubeb,"cubeb, cubebs, used, pepper, century, oil, one, cigarettes, berries, europe"
,Cubism,Cubism,"cubism, cubist, art, czech, braque, prague, republic, movement, artists, two"
,Cuckmere_Haven,Cuckmere_Haven,"cuckmere, river, wikipedia, looking, seven, sisters, west, head, beach, enlarge"
,Cultivar,Cultivar,"cultivar, plants, plant, cultivars, name, cultivated, variety, different, may, code"
,Cultural_diversity,Cultural_diversity,"cultural, diversity, societies, world, wikipedia, many, survival, may, human, cultures"
,Cultural_identity,Cultural_identity,"cultural, identity, wikipedia, culture, group, individual, questions, upon, history, divisive"
,Culture,Culture,"culture, cultures, cultural, people, human, religion, social, one, many, different"
,Culture_of_the_Democratic_Republic_of_the_Congo,Culture_of_the_Democratic_Republic_of_the_Congo,"congolese, congo, often, christianity, country, groups, kinshasa, people, languages, colonial"
,Curium,Curium,"curium, cm, half, life, syn, α, element, fuel, sf, k"
,Currency,Currency,"currency, money, currencies, coins, value, silver, gold, paper, could, exchange"
,Cyanocobalamin,Cyanocobalamin,"vitamin, b, deficiency, levels, acid, people, anaemia, absorption, supplements, serum"
,Cyberpunk,Cyberpunk,"cyberpunk, genre, fiction, gibson, science, new, games, works, also, future"
,Cyclamen,Cyclamen,"cyclamen, species, persicum, plants, wild, cm, c, cultivated, wikipedia, israel"
,Cyclone_Percy,Cyclone_Percy,"percy, cyclone, storm, island, tokelau, km, damage, islands, also, damaged"
,Cyclone_Rosita,Cyclone_Rosita,"rosita, cyclone, broome, april, km, miles, winds, damage, residents, power"
,Cyclops,Cyclops,"cyclopes, polyphemus, cyclops, odysseus, eye, homer, name, zeus, greek, uranus"
,Cymbopogon,Cymbopogon,"grass, cymbopogon, lemon, used, also, species, citronella, native, lemongrass, oil"
,Cyprus,Cyprus,"cyprus, turkish, greek, island, cypriots, cypriot, turkey, republic, north, two"
,Cyril_Clarke,Cyril_Clarke,"clarke, rh, disease, cyril, wikipedia, school, university, royal, moth, england"
,Cyrus_K._Holliday,Cyrus_K._Holliday,"railroad, holliday, kansas, topeka, new, pennsylvania, santa, fe, cyrus, k"
,Cyrus_the_Great,Cyrus_the_Great,"cyrus, empire, great, persia, persian, king, bc, cambyses, astyages, croesus"
,Cystic_fibrosis,Cystic_fibrosis,"cf, fibrosis, cystic, lung, gene, cftr, common, disease, may, protein"
,Czech_Republic,Czech_Republic,"czech, republic, region, prague, country, kraj, century, czechoslovakia, bohemia, countries"
,Dál_Riata,D%C3%A1l_Riata,"dál, riata, ireland, mac, irish, kingdom, scotland, century, also, cenél"
,Düsseldorf,D%C3%BCsseldorf,"düsseldorf, city, rhine, germany, district, museum, german, famous, theatre, north"
,DNA,DNA,"dna, structure, watson, strand, crick, sequence, franklin, genetic, called, one"
,DNA_repair,DNA_repair,"dna, repair, damage, cell, cells, strand, cancer, bases, rate, known"
,DVD,DVD,"dvd, disc, layer, gb, format, r, capacity, video, dual, audio"
,Dad's_Army,Dad%27s_Army,"series, mainwaring, army, platoon, dad, film, episode, also, episodes, characters"
,Dada,Dada,"dada, art, movement, war, artists, new, zürich, paris, tzara, cabaret"
,Dakar,Dakar,"dakar, commune, arrondissement, senegal, gorée, city, communes, french, mayor, administrative"
,"Dakota,_Minnesota_and_Eastern_Railroad",Dakota%2C_Minnesota_and_Eastern_Railroad,"e, railroad, dm, dakota, minnesota, south, stb, would, city, chicago"
,Daley_Thompson,Daley_Thompson,"thompson, gold, decathlon, games, olympic, world, daley, wikipedia, record, event"
,"Dallas,_Texas",Dallas%2C_Texas,"dallas, city, texas, district, downtown, centre, area, school, north, states"
,Dam,Dam,"dam, dams, water, reservoir, arch, earth, gravity, spillway, river, timber"
,Damascus,Damascus,"damascus, city, al, syria, capital, north, old, bab, centre, one"
,Damascus_steel,Damascus_steel,"steel, damascus, pattern, wootz, made, swords, surface, used, forging, carbon"
,Damon_Hill,Damon_Hill,"hill, schumacher, formula, one, team, ret, prix, grand, williams, race"
,Dance,Dance,"dance, ballet, music, dances, many, form, classical, performance, also, forms"
,Dandelion,Dandelion,"dandelion, plant, leaves, dandelions, also, flower, called, seeds, plants, taraxacum"
,Daniel_Day-Lewis,Daniel_Day-Lewis,"lewis, day, film, character, daniel, years, life, role, award, actor"
,Daniel_Ellsberg,Daniel_Ellsberg,"ellsberg, papers, war, times, nixon, pentagon, vietnam, daniel, would, government"
,Danny_Deever,Danny_Deever,"deever, kipling, danny, poem, sergeant, one, first, ballads, soldier, regiment"
,Danske_Statsbaner,Danske_Statsbaner,"dsb, trains, danish, railway, train, state, railways, statsbaner, transport, operation"
,Dante_Alighieri,Dante_Alighieri,"dante, florence, guelfs, alighieri, comedy, di, love, exile, enlarge, de"
,Danube,Danube,"danube, river, water, romania, germany, rhine, hungary, european, black, sea"
,Darfur_conflict,Darfur_conflict,"darfur, sudan, government, sudanese, un, region, force, conflict, janjaweed, international"
,Dark_Ages,Dark_Ages,"ages, dark, age, petrarch, middle, term, period, century, time, use"
,Darling_River,Darling_River,"darling, river, south, new, wales, murray, bourke, wikipedia, near, confluence"
,Darmstadtium,Darmstadtium,"darmstadtium, ds, wikipedia, number, element, atop, mathrm, chemical, name, symbol"
,Darth_Vader,Darth_Vader,"vader, luke, darth, star, anakin, jedi, wars, father, dark, death"
,Dartmoor,Dartmoor,"dartmoor, moor, reference, tor, grid, stone, national, park, high, many"
,Das_Kapital,Das_Kapital,"capital, marx, value, society, capitalism, economic, labour, capitalist, political, volume"
,Data_Encryption_Standard,Data_Encryption_Standard,"des, key, bits, cryptanalysis, algorithm, attack, encryption, standard, fips, block"
,David_Attenborough,David_Attenborough,"attenborough, life, bbc, series, planet, earth, david, natural, one, also"
,David_Beckham,David_Beckham,"beckham, england, united, world, cup, match, season, team, league, first"
,David_Blanchflower,David_Blanchflower,"blanchflower, economics, research, university, london, labour, new, wage, economic, employment"
,David_Cameron,David_Cameron,"cameron, conservative, party, leader, also, election, david, policy, would, stated"
,David_Copperfield_(novel),David_Copperfield_%28novel%29,"david, mr, copperfield, chapters, dickens, steerforth, novel, peggotty, murdstone, first"
,David_Helvarg,David_Helvarg,"helvarg, blue, frontier, marine, san, conservation, book, use, campaign, health"
,David_Heymann,David_Heymann,"house, heymann, design, bush, also, texas, architecture, university, selected, award"
,David_Hilbert,David_Hilbert,"hilbert, mathematics, theory, work, göttingen, axioms, mathematical, physics, university, theorem"
,David_Hume,David_Hume,"hume, human, one, nature, moral, would, treatise, edinburgh, reason, concerning"
,David_III_of_Tao,David_III_of_Tao,"david, tao, georgian, iii, byzantine, bagrat, basil, armenian, emperor, empire"
,David_Livingstone,David_Livingstone,"livingstone, david, africa, stanley, victoria, falls, expedition, march, zambezi, wikipedia"
,Davis_Cup,Davis_Cup,"united, states, australia, france, sweden, great, britain, kingdom, davis, spain"
,Davy_Jones'_Locker,Davy_Jones%27_Locker,"jones, davy, locker, sailors, game, also, sea, song, name, called"
,Day,Day,"day, sun, time, earth, hours, seconds, one, rotation, defined, two"
,Dayuan,Dayuan,"dayuan, bce, chinese, ferghana, greco, han, shiji, around, bactria, great"
,Dead_Sea,Dead_Sea,"sea, dead, lake, water, jordan, salt, salinity, level, valley, area"
,Dead_Sea_scrolls,Dead_Sea_scrolls,"scrolls, cave, qumran, fragments, scroll, texts, found, theory, dead, sea"
,Death_Valley_National_Park,Death_Valley_National_Park,"valley, death, park, area, years, national, panamint, enlarge, creek, range"
,Decade_Volcanoes,Decade_Volcanoes,"decade, volcanoes, volcano, mount, civil, eruptions, scientists, flow, studies, lava"
,Deconstructivism,Deconstructivism,"deconstructivism, architecture, deconstructivist, also, gehry, eisenman, frank, design, modernism, museum"
,Defaka,Defaka,"defaka, nkoroo, language, people, niger, town, speakers, congo, ijoid, ijo"
,Defense_of_Sihang_Warehouse,Defense_of_Sihang_Warehouse,"warehouse, japanese, shanghai, chinese, soldiers, battle, xie, sihang, defenders, battalion"
,Definition_of_planet,Definition_of_planet,"planet, planets, orbit, objects, dwarf, pluto, definition, object, iau, star"
,Deinonychus,Deinonychus,"deinonychus, dinosaurs, ostrom, species, antirrhopus, dinosaur, velociraptor, wikipedia, claw, john"
,Deity,Deity,"god, gods, deity, existence, human, deities, may, humans, religions, monotheistic"
,Delhi,Delhi,"delhi, india, city, capital, several, government, indian, also, one, world"
,Deluge_(mythology),Deluge_%28mythology%29,"flood, deluge, great, myths, world, people, mythology, sea, god, gods"
,Demand_Note,Demand_Note,"notes, demand, known, note, issued, treasury, denomination, common, used, united"
,Democracy,Democracy,"democracy, democratic, state, citizens, political, states, direct, liberal, power, rule"
,Democratic_Action_Party,Democratic_Action_Party,"dap, party, lim, opposition, parliament, malaysia, seats, malaysian, socialist, parliamentary"
,Democratic_Republic_of_the_Congo,Democratic_Republic_of_the_Congo,"congo, flag, republic, democratic, country, central, african, river, also, africa"
,Demosthenes,Demosthenes,"demosthenes, bc, philip, aeschines, athens, orator, greek, b, athenian, plutarch"
,Denis_Law,Denis_Law,"law, united, manchester, season, city, club, football, match, scotland, huddersfield"
,Denmark,Denmark,"denmark, danish, countries, islands, ranked, union, also, north, population, sweden"
,Dennis_Ritchie,Dennis_Ritchie,"ritchie, c, unix, operating, system, programming, language, thompson, dennis, systems"
,"Denver,_Colorado",Denver%2C_Colorado,"denver, city, area, colorado, also, enlarge, county, west, downtown, park"
,Derby,Derby,"derby, city, derbyshire, centre, one, mill, county, school, also, railway"
,Desert,Desert,"deserts, desert, water, arid, precipitation, sand, region, moisture, land, dunes"
,Desert_locust,Desert_locust,"locust, desert, locusts, control, africa, countries, swarms, insects, solitary, affected"
,Desmond_Tutu,Desmond_Tutu,"tutu, south, africa, apartheid, also, african, black, said, people, college"
,Despotism,Despotism,"despotism, despot, wikipedia, form, title, authority, used, word, government, single"
,"Detroit,_Michigan",Detroit%2C_Michigan,"detroit, city, centre, michigan, area, downtown, state, park, many, one"
,Devonian,Devonian,"devonian, period, first, late, plants, extinction, early, fish, land, like"
,Dewey_Square,Dewey_Square,"square, street, south, way, dewey, avenue, north, atlantic, summer, artery"
,Diabetes_mellitus,Diabetes_mellitus,"diabetes, type, insulin, glucose, blood, may, diabetic, disease, cells, mellitus"
,Diamond,Diamond,"diamond, diamonds, cut, carat, light, known, use, also, used, gem"
,Diamond_cut,Diamond_cut,"cut, diamond, facets, cuts, brilliant, pavilion, crown, round, girdle, angle"
,Diamond_simulant,Diamond_simulant,"diamond, also, simulants, synthetic, high, simulant, hardness, moissanite, dispersion, diamonds"
